date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:35:29	51946/51946	---MCZ	200	added ('OK')	text/html	date:Mon,%2014%20Apr%202025%2006:27:10%20GMT	https://ctf8khuyenmaivip.pro/	C:/My%20Web%20Sites/ladingpage/ctf8khuyenmaivip.pro/index.html	(from )
20:35:29	44057/44057	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2028%20Apr%202025%2013:35:28%20GMT	https://ctf8khuyenmaivip.pro/robots.txt		(from )
20:35:30	560793/560793	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2028%20Apr%202025%2012:24:45%20GMT	https://w.ladicdn.com/v4/source/ladipagev3.min.js?v=1744270166358	C:/My%20Web%20Sites/ladingpage/w.ladicdn.com/v4/source/ladipagev3.minbe7b.js	(from https://ctf8khuyenmaivip.pro/)
20:35:30	429444/429444	---MCZ	200	added ('OK')	image/png	date:Thu,%2010%20Apr%202025%2014:16:51%20GMT	https://w.ladicdn.com/s1440x1006/66f1588fc4be0b0074e1c09a/untitled-3_0005_photo_2024-03-23_21-22-47-20250306061948-oagdw.png	C:/My%20Web%20Sites/ladingpage/w.ladicdn.com/s1440x1006/66f1588fc4be0b0074e1c09a/untitled-3_0005_photo_2024-03-23_21-22-47-20250306061948-oagdw.png	(from https://ctf8khuyenmaivip.pro/)
20:35:30	830721/830721	---MCZ	200	added ('OK')	image/png	date:Mon,%2010%20Mar%202025%2002:13:58%20GMT	https://w.ladicdn.com/s2600x1800/6556fd0e35090f0012fd2c9e/c1e4cb06ee84a94cfad366f383bacd75-20250306072013-kbcb5.png	C:/My%20Web%20Sites/ladingpage/w.ladicdn.com/s2600x1800/6556fd0e35090f0012fd2c9e/c1e4cb06ee84a94cfad366f383bacd75-20250306072013-kbcb5.png	(from https://ctf8khuyenmaivip.pro/)
20:35:30	50924/50924	---MCZ	200	added ('OK')	image/png	date:Thu,%2010%20Apr%202025%2014:16:50%20GMT	https://w.ladicdn.com/s2600x700/6556fd0e35090f0012fd2c9e/layer-2-20250306073027-gpjgq.png	C:/My%20Web%20Sites/ladingpage/w.ladicdn.com/s2600x700/6556fd0e35090f0012fd2c9e/layer-2-20250306073027-gpjgq.png	(from https://ctf8khuyenmaivip.pro/)
20:35:31	2318921/2318921	---MCZ	200	added ('OK')	image/gif	date:Mon,%2010%20Feb%202025%2014:11:11%20GMT	https://w.ladicdn.com/6556fd0e35090f0012fd2c9e/thiet-ke-chua-co-ten-2-20241222051610-xvfyd.gif	C:/My%20Web%20Sites/ladingpage/w.ladicdn.com/6556fd0e35090f0012fd2c9e/thiet-ke-chua-co-ten-2-20241222051610-xvfyd.gif	(from https://ctf8khuyenmaivip.pro/)
20:35:31	61602/61602	---MCZ	200	added ('OK')	image/png	date:Fri,%2014%20Mar%202025%2001:26:06%20GMT	https://w.ladicdn.com/s1200x450/6556fd0e35090f0012fd2c9e/thuong-100-nap-dau_0001_100-20241019115543-msutc.png	C:/My%20Web%20Sites/ladingpage/w.ladicdn.com/s1200x450/6556fd0e35090f0012fd2c9e/thuong-100-nap-dau_0001_100-20241019115543-msutc.png	(from https://ctf8khuyenmaivip.pro/)
20:35:31	80234/80234	---MCZ	200	added ('OK')	image/png	date:Thu,%2010%20Apr%202025%2014:16:51%20GMT	https://w.ladicdn.com/s950x400/6556fd0e35090f0012fd2c9e/1920x880_0000_vector-smart-object-20241013110915-gce0q.png	C:/My%20Web%20Sites/ladingpage/w.ladicdn.com/s950x400/6556fd0e35090f0012fd2c9e/1920x880_0000_vector-smart-object-20241013110915-gce0q.png	(from https://ctf8khuyenmaivip.pro/)
20:35:31	583870/583870	---MCZ	200	added ('OK')	image/png	date:Sat,%2005%20Apr%202025%2020:32:48%20GMT	https://w.ladicdn.com/s1050x800/6556fd0e35090f0012fd2c9e/thiet-ke-chua-co-ten-1-20250306063842-cr5hw.png	C:/My%20Web%20Sites/ladingpage/w.ladicdn.com/s1050x800/6556fd0e35090f0012fd2c9e/thiet-ke-chua-co-ten-1-20250306063842-cr5hw.png	(from https://ctf8khuyenmaivip.pro/)
20:35:31	1211599/1211599	---MCZ	200	added ('OK')	image/png	date:Thu,%2013%20Mar%202025%2017:37:07%20GMT	https://w.ladicdn.com/s700x700/6556fd0e35090f0012fd2c9e/thiet-ke-chua-co-ten-3-20250306064302-4xf01.png	C:/My%20Web%20Sites/ladingpage/w.ladicdn.com/s700x700/6556fd0e35090f0012fd2c9e/thiet-ke-chua-co-ten-3-20250306064302-4xf01.png	(from https://ctf8khuyenmaivip.pro/)
20:35:32	274607/274607	---MCZ	200	added ('OK')	image/png	date:Sat,%2005%20Apr%202025%2020:32:48%20GMT	https://w.ladicdn.com/s1250x600/6556fd0e35090f0012fd2c9e/ec96c233aa93a04c3cb1857ac56bc6b1596858a02b7c8-rnukea_fw1200-20250306073157-flxzq.png	C:/My%20Web%20Sites/ladingpage/w.ladicdn.com/s1250x600/6556fd0e35090f0012fd2c9e/ec96c233aa93a04c3cb1857ac56bc6b1596858a02b7c8-rnukea_fw1200-20250306073157-flxzq.png	(from https://ctf8khuyenmaivip.pro/)
20:35:32	274607/274607	---MCZ	200	added ('OK')	image/png	date:Mon,%2010%20Mar%202025%2002:14:02%20GMT	https://w.ladicdn.com/s1550x650/6556fd0e35090f0012fd2c9e/ec96c233aa93a04c3cb1857ac56bc6b1596858a02b7c8-rnukea_fw1200-20250306073157-flxzq.png	C:/My%20Web%20Sites/ladingpage/w.ladicdn.com/s1550x650/6556fd0e35090f0012fd2c9e/ec96c233aa93a04c3cb1857ac56bc6b1596858a02b7c8-rnukea_fw1200-20250306073157-flxzq.png	(from https://ctf8khuyenmaivip.pro/)
20:35:32	274607/274607	---MCZ	200	added ('OK')	image/png	date:Mon,%2010%20Mar%202025%2002:14:02%20GMT	https://w.ladicdn.com/s1150x550/6556fd0e35090f0012fd2c9e/ec96c233aa93a04c3cb1857ac56bc6b1596858a02b7c8-rnukea_fw1200-20250306073157-flxzq.png	C:/My%20Web%20Sites/ladingpage/w.ladicdn.com/s1150x550/6556fd0e35090f0012fd2c9e/ec96c233aa93a04c3cb1857ac56bc6b1596858a02b7c8-rnukea_fw1200-20250306073157-flxzq.png	(from https://ctf8khuyenmaivip.pro/)
20:35:32	65259/65259	---MCZ	200	added ('OK')	image/png	date:Mon,%2010%20Mar%202025%2002:14:04%20GMT	https://w.ladicdn.com/s1300x500/6556fd0e35090f0012fd2c9e/maya-sua_0000_line-1-copy-3-20241013065830-bm-d8.png	C:/My%20Web%20Sites/ladingpage/w.ladicdn.com/s1300x500/6556fd0e35090f0012fd2c9e/maya-sua_0000_line-1-copy-3-20241013065830-bm-d8.png	(from https://ctf8khuyenmaivip.pro/)
20:35:32	19710/19710	---MCZ	200	added ('OK')	image/png	date:Thu,%2010%20Apr%202025%2014:16:51%20GMT	https://w.ladicdn.com/s650x450/66f1588fc4be0b0074e1c09a/05-04-2_0007_f8bet_2-color-01-20250405134845-zlg00.png	C:/My%20Web%20Sites/ladingpage/w.ladicdn.com/s650x450/66f1588fc4be0b0074e1c09a/05-04-2_0007_f8bet_2-color-01-20250405134845-zlg00.png	(from https://ctf8khuyenmaivip.pro/)
20:35:33	37692/37692	---MCZ	200	added ('OK')	image/png	date:Fri,%2011%20Apr%202025%2007:27:31%20GMT	https://w.ladicdn.com/s1050x450/66f1588fc4be0b0074e1c09a/tan-thu-free-58k-20250411072138-i5rnh.png	C:/My%20Web%20Sites/ladingpage/w.ladicdn.com/s1050x450/66f1588fc4be0b0074e1c09a/tan-thu-free-58k-20250411072138-i5rnh.png	(from https://ctf8khuyenmaivip.pro/)
20:35:33	74333/74333	---MCZ	200	added ('OK')	image/png	date:Sat,%2012%20Apr%202025%2005:52:35%20GMT	https://w.ladicdn.com/s551x109/6556fd0e35090f0012fd2c9e/4-20250409141345-x1uiw-1-20250410140715-ud5pv.png	C:/My%20Web%20Sites/ladingpage/w.ladicdn.com/s551x109/6556fd0e35090f0012fd2c9e/4-20250409141345-x1uiw-1-20250410140715-ud5pv.png	(from https://ctf8khuyenmaivip.pro/)
20:35:33	429444/429444	---MCZ	200	added ('OK')	image/png	date:Fri,%2011%20Apr%202025%2008:04:11%20GMT	https://w.ladicdn.com/s768x955/66f1588fc4be0b0074e1c09a/untitled-3_0005_photo_2024-03-23_21-22-47-20250306061948-oagdw.png	C:/My%20Web%20Sites/ladingpage/w.ladicdn.com/s768x955/66f1588fc4be0b0074e1c09a/untitled-3_0005_photo_2024-03-23_21-22-47-20250306061948-oagdw.png	(from https://ctf8khuyenmaivip.pro/)
20:35:33	830721/830721	---MCZ	200	added ('OK')	image/png	date:Thu,%2010%20Apr%202025%2018:19:59%20GMT	https://w.ladicdn.com/s1150x1350/6556fd0e35090f0012fd2c9e/c1e4cb06ee84a94cfad366f383bacd75-20250306072013-kbcb5.png	C:/My%20Web%20Sites/ladingpage/w.ladicdn.com/s1150x1350/6556fd0e35090f0012fd2c9e/c1e4cb06ee84a94cfad366f383bacd75-20250306072013-kbcb5.png	(from https://ctf8khuyenmaivip.pro/)
20:35:34	50924/50924	---MCZ	200	added ('OK')	image/png	date:Thu,%2006%20Mar%202025%2007:40:14%20GMT	https://w.ladicdn.com/s750x350/6556fd0e35090f0012fd2c9e/layer-2-20250306073027-gpjgq.png	C:/My%20Web%20Sites/ladingpage/w.ladicdn.com/s750x350/6556fd0e35090f0012fd2c9e/layer-2-20250306073027-gpjgq.png	(from https://ctf8khuyenmaivip.pro/)
